Id;Valoración;Mensaje
4581;2;@hanseric You can call me Faith. 
4582;2;listening to music... 
4583;2;@thisismyiq goodnight luv 
4584;4;@MinaMeow I decided against it a while ago.  But, im a statistics and research geek   so, the information is fascinating to me.
4585;2;@kaleenka I've never been to a casino, far too poor!!! 
4586;3;@musiqvixen yay ali you have this  u will get hooked its fun
4587;2;weeeee!!!!! just found sum sweet old music 
4588;2;@thejacksonfiles 
4589;2;Just had my bath. 
4590;4;good morning...still at miris house, but today i will be alone again...so my best friend give me a call 
4591;2;"&quot;best decision of my week. I mean, like, not my whole week.&quot; "
4592;1;@litrik I prefer dutch hosters ... you can still drive there and don't feel guilty when you are kicking their asses 
4593;2;"blip is &quot;under maintenance&quot; &amp; i'm goin' through withdrawel "
4594;2;@nova937music wow! artistic 
4595;3;smaaack that ass! hahhahahaa  i make myself laugh!! oOooOh sleeeep! ahha g'niite!
4596;2;@MadNinjaCurl hey neighbor, neither can I 
4597;2;@rnmetty Yeah, I think you're right. Just kinda annoying to be ignored. Oh well. 
4598;2;Guitar Learning System   http://www.extremetech.com/article2/0,2845,2344543,00.asp
4599;3;trying to work out exactly how Twitter works...shouldn't take too long lol 
4600;2;Sinon Hello twitter 
4601;2;having a day off 
4602;3;@boobsie_lu oh before i forget.. you gotta go see montell jordan friday cuz yo man t shammond is performing.. ahahhaha!  good night love.
4603;2;@tommcfly i reckon you guys should do radio 1's big weekend! if your worried you wont have a place to stay ill happily give up my bed 
4604;4;in-laws and b-day boy carlos are all in dreamland. i'm so happy they are here.     
4605;3;repeating 'thats the point of twitter' many times 
4606;2;@meyuy  means u should go and shop new pants  
4607;2;@la_oof Hmm, for that, I would need to know what a splash page was   The graphic on the first page is a vector  of an old TLR.  That it?
4608;3;@alexiaaa well i like them better than the chocolate and milk (?) ones 
4609;3;@AndyVV Win! I would suck at the beer tasting one... but it would be good for a laugh! 
4610;2;"@msJodiOdie its such a sad situation. Though 1-in-3 of us will be beaten. In US every 15 seconds &amp; 3 killed a day. It's sadly commonplace "
4611;3;Just installed Facebook and Twitterific apps to iPod. I'm excited! These are neat! 
4612;2;and so the editing of 3000 wedding shots begins 
4613;2;@SaphInfection Because...the Simpsons! At your fingertips! Especially the early seasons that don't get rerun much. Sweet/neat/cool/etc. 
4614;3;"@irfanahmed It's always good to meet up with people, and drinks (even Coca Cola) help  Meet-ups aren't huge, but regular &amp; friendly."
4615;3;@joeallam Challenge Exceeded! Nicely done sir 
4616;2;@tyefighter Green and blacks? 
4617;2;Ahhh...signs of life in twitter land 
4618;2;@Chris_A_Smith OMG ASTRO WARS - I remember  spending AGES playing it! loved that game - played it very recently, my mum kept it pristine 
4619;2;A weekend of Pure Awesomeness ahead... 
4620;2;Journalist throws shoe at Chidambaram  http://ibnlive.in.com/news/journalist-throws-shoe-at-chidambaram/89666-3.html
4621;3;So excited about my 30 min yoga session ahead of me  Followed up by berocca and goats yoghurt  ooooooooooommmmmmmmmmmm
4622;3;@coffeeonline I really hope to visit someday.  Seems like a lovely place.  
4623;1;@sh00nya bad thing is i need to work more on it.... 
4624;2;Oooo and i might be meeting someone in york about singing 
4625;2;@johnlloydyoung Which one? Seems the JB blog is asking you for clues 
4626;2;@amazondotjon http://twitpic.com/2xx4r - sweeeeet picture if only i could see his face haha sweet sunnies tho...i want them 
4627;2;starting to resent always being struck by creativity after midnight, then having to get up for work in the morning 
4628;3;So you guys think ur so cool with ur bromances, well guess what we have homances! Thats right im in a homance with @StefanieErin 
4629;4;@desieliz don't forget you owe me eightfive dollah ho!  lol
4630;3;What's the best way to eat reheated pizza I keep trying to eat this one but it's too hot and makes my mouth be in pain 
4631;1;SOOO TIRED. Should go to sleep earlier....but I can't!   Today's danceable tune: http://www.youtube.com/watch?v=5PK-D4bgo_Y
4632;3;@Josephine__B  hey hye you Twitter addict   i have something interesting to tell you tmoz im off to soccer xo
4633;2;Funny kid gives the evil look - Pretty damn funny  http://www.youtube.com/watch?v=o_U7TXqwCJc
4634;2;@suziam I have that movie on DVD! 'Twas a childhood favourite 
4635;2;congratulates WeenKee on two adorable little guineapig babies whose names @blackshtef is going to crowdsource... Right? 
4636;1;Nothing was sick all day it sucked im just up late cant sleep 
4637;3;Even with the best intentions i'm late for work again 
4638;2;@Linda_James Thank you!! I spent ages on Thursday tidying up, then along came everyone and it looked like a right tip again 
4639;2; Heroes is losing it's momentum ): come on writers pick it up!!!
4640;2;@chrislmar well if not sleep you should have stayed -- showers don't take four hours 
4641;4;today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ...
4642;1;@JolijnPosthuma Don't think  I'm saying that am I?!  as for your example one ZC doesn't mean a thing, but a set of all valid ZCs does!
4643;3;@mojosanjay Nice suggestion to Tharoor's team on the use of Social Media. HIs asst must have responded. I believe he is on Twitter now 
4644;2;Bring on the bank hol weekend 
4645;2;Danni is sleeping this is her sis brittbut shell be on tomorrow maybe 
4646;3;Meatloaf- I love it! 
4647;2;@britzillah heyy i gots your package! Awww i have soo much to read up on!  Thanks forrr everythingggg and you're ice cool as well!
4648;2;Off to have a shower 
4649;4;Good morning twitter world 
4650;4;@JamesARay It's good to be in your dreams. 
4651;2;I'm uploading VEDA 7 as we speak 
4652;2;"Watching part one of the &quot;Who was Jesus&quot; trilogy from discovery channel  on dvr. "
4653;0;it?s so boring 
4654;4;@gabbler well you are a Charming Man, after all 
4655;2;@sarallenconsult habe not tried that - I love watching movies and I get to watch 5 or 6 back to back !!! How cool is that 
4656;2;@itsdawns got a grade of 100/100 on @grader.  Check it out:  http://twitter.grader.com/itsdawns WHHHOOOHOO YAHOOOOO and YEHHAAA now what 
4657;2;@bkGirlFriday i'd have to guess it's food-related: pixie stix or maybe  ... a Hostess treat like ding-dongs? 
4658;2;@styler i can come along i think now  am making a button necklace tonight 
4659;2;going to soccer  yeahhhh
4660;3;http://www.deezer.com/track/2577641 On a nice day, I don't care what they say ! Ready for this nice day 
4661;2;ok i'm being daring and wearing shorts and flip flops today 
4662;2;is back at work...Although I wish I was back in bed... 
4663;3;its sprained!!  so glad im on holidays
4664;2;Stupid bus was early  I missed it. Stupid thing  Then I missed the bus after that.  Finally got a bus, then missed my second :'( gutz.
4665;2;@MrNokill @MrNokill problem is they aren't appealing to a wide enough audience, even though they think they may be 
4666;2;@AiyerChitra Yikes! Now i have no clues what to do! 
4667;2;I am engaged to muppet orlando and i just realised oh my god i cant marry Justin Timberlake 
4668;2;"gosh it`t 9:39 am and i am soooo tired &quot;yawn&quot; i want to go back to sleep but i can`t "
4669;2;On the train sans Guardian 
4670;3;Made it into DC on Saturday afternoon after 17 hours in air and am now in South FL...jetlag sucks!!  Haven't had a full sleep since Thurs 
4671;0;I'm at work, and I'm sick.. And its helluva lot todo. This blows. 
4672;1;i am so screwed up! a confused and dumb child!  i NEVER felt so bad all my life! i wish i have any specialty! too bad i have none ='(
4673;2;Went to the doctor's today and my blood sugar level was 178. 
4674;1;gosh...it makes me sad when people don't give God a chance 
4675;2;"@kaylee110 *yawns* i'm pretty good, thanks, awww  i'm sorry to hear that! feel better soon &lt;3"
4676;1;@shelikescute that's so sad 
4677;2;It's 8:40am... I've been awake for nearly 2 hours 
4678;2;can't sleep. I don't like Sonny being gone. 
4679;1;Not drunk at all  @kirstiekalamity
4680;2;finally! updated...oohh I sooo miss the internet {sorry to say that woop2x may not open apr.10}  so how's it goin'??
4681;2;i miss @sebby_peek 
4682;2;@dadi_iyal and you'll get familiar with twitter pretty soon!!! i'm not coming back this summer, so that means i dont even see you then?! 
4683;2;loves to get drunk... just not by himself 
4684;2;I have a hole in my favourite top. I bought it in the sale before Christmas so I can't even get an exchange  might try fixing it later.
4685;1;feeling very poorly and sorry for myself. Can't swallow, ow  Stupid glands.
4686;2;@StreetWearBear.  yes I am thanks for reaveling to the world bro fuck my life hahaha
4687;0;@cherrytreerec I can't see anything  Stupid YouTube and their location restrictions. Who's in the Speedo?
4688;3;She now wants an mmmf except I have to only play a supporting role  would mind but the other two guys have huge cocks what am I to do? 
4689;2;Banned from Sims Forums for the rest of the week. Aww    It feels weird. I was only sticking up for Chanel :'(
4690;0;@willadam i treated myself to that latte after the appointment which was horrible. I need to have my wisdom teeth surgically removed 
4691;2;@CelesteChong oh but mine is ceramic so its more ex  abit less visible. inside ones are very ex! double the price n double the duration
4692;2;Dear Crimestoppers, thankyou for your regular service of our burglar alarm, I'm most grateful for the new 200dB ear-deafening entry tones 
4693;2;All the fightin and name callin, i can still run 2 my sister!  nite...
4694;0;sick today  and i have a lot to do at work 
4695;2;Trying to find a tech job. Can't find any entry level jobs any were.  Also just about every job site has more spam now then jobs.
4696;2;4 am insomnia is a BITCH 
4697;3;just threw up all over the bathroom. not fun 
4698;2;off to work 
4699;2;Really hungry and sad that I had to throw my breakfast in the bin 
4700;2;Oh darn...it's mandy creed isnt it @jordar @mikerra 
4701;1;i dont understand.  i didnt mean to break anyones heart. 
4702;2;@katehughes he has been like that for some time! there is also the paxman ! dont get me started 
4703;2;Obama is visiting istanbul today, therefore all main roads have been closed  cause and effect !!!
4704;2;@Tyrese4real Goodnight 
4705;1;Is watching a zombie movie with paul, her random late night visitor. 
4706;2;@you_know_better ??????? ??? ?? ??? 
4707;2;@stephaniekate85 If I have one, I will! 
4708;2;A lovely day, blazing sunshine.... too bad I have to work 
4709;2;"OMG my girl just woke me up, reason doesnt matter &amp; now I cant fall back to sleep  Gotta b up at 5 so maybe I'll just stay up. **sigh**"
4710;3;@abisignorelli Great article.. Personally I think he should tell F1 to stuff it and go and race Indy Car in the US.. 
4711;2;Im off to work in a mo and am excitied about getting things ready for my new flat 
4712;4;@hoccgoomusic  Goo ~ what made you so happy?   just wondering~~~
4713;2;@ceetee Talk about dedicated service 
4714;3;@sammymax Just chomped on your seaweed. And liked it 
4715;2;@viennateng Why didn't you tweet that you are in Germany, Heard about the concert in Marburg in the Radio 1 hour before it started. 
4716;2;late night is all re-runs  http://ff.im/1Y02L
4717;3;loves music 
4718;2;woo. its late! haha  goodnight twitterverse! xoxo
4719;2;Morning all. Good to see all your avatars are back  felt a little 'twilightish' there for a bit  haha
4720;2;"@ShermanHu the last thing a woman needs is another man who's fast &amp; furious "
4721;2;@mileycyrus counting sheep doesn't work.. Trick is.. Trying to stay awake. 
4722;2;just getting home...its snowing 
4723;2;@litrik none of them    I deal with locals I trust 
4724;4;@AdrianaLemus always happy to use them on.. ah.. for you. 
4725;2;@RussellCrowbar On my skates 
4726;2;Waheyy my cold is getting much better  It looks like it's going to be a good day today!!!! 
4727;2;@roxy_yeah yep a loser.  
4728;2;@mlvalentine Merci! (Now I need to go find it before it falls off the stream... !) Say hi to Sophie for me 
4729;2;My 6 canvases ... #30da (30 day artist experience) watch this hash tag all this month  http://twitpic.com/2y5rd
